Active,Airline,AirlineID,Alias,Callsign,Country,IATA,ICAO
Y,Avianova (Russia),13254,"",Nova,Russia,AO,\N
Y,Avient Aviation,1266,\N,AVAVIA,Zimbabwe,Z3,SMJ
Y,Avies,198,\N,AVIES,Estonia,U3,AIA
Y,Avilu,19567,Avilu' SA,"",Switzerland,..,...
Y,Aviogenex,176,\N,GENEX,Serbia,"",AGX
Y,Aws express,17841,"",aws,United States,B0,666
Y,Azerbaijan Airlines,197,\N,AZAL,Azerbaijan,J2,AHY
Y,Azul,13983,Azul Linhas Aéreas Brasileiras,"",Brazil,AD,AZU
Y,BA CityFlyer,1795,\N,FLYER,United Kingdom,CJ,CFE
Y,BA101,20186,"","",United Kingdom,"",710
Y,Bahamasair,1403,\N,BAHAMAS,Bahamas,UP,BHS
Y,Baikotovitchestrian Airlines,16508,"","",American Samoa,BU,BUU
Y,Balkan Bulgarian Airlines,1406,\N,"","",LZ,""
Y,Baltic Air lines,9825,"",Baltic,Latvia,B1,BA1
Y,Baltic Airlines,1431,\N,BALTIC AIRLINES,Russia,"",BLL
Y,Bangkok Airways,1422,\N,BANGKOK AIR,Thailand,PG,BKP
Y,Barents AirLink,1550,\N,NORDFLIGHT,Sweden,8N,NKF
Y,Bassaka airlines,20657,"",5B,Cambodia,5B,BSX
Y,Bateleur Air,17572,"","",South Africa,"",BEU
Y,BBN-Airways,19525,BlackBurn,BBN,United Kingdom,"",EGH
Y,Bearskin Lake Air Service,1434,\N,BEARSKIN,Canada,JV,BLS
Y,Belair Airlines,1401,\N,BELAIR,Switzerland,4T,BHP
Y,Belavia Belarusian Airlines,1478,\N,BELARUS AVIA,Belarus,B2,BRU
Y,Bellview Airlines,1436,\N,BELLVIEW AIRLINES,Nigeria,B3,BLV
Y,Bemidji Airlines,1442,\N,BEMIDJI,United States,CH,BMJ
Y,Bering Air,1472,\N,BERING AIR,United States,8E,BRG
Y,Berjaya Air,1508,\N,BERJAYA,Malaysia,J8,BVT
Y,BF-Lento OY,1420,\N,BAKERFLIGHT,Finland,"",BKF
Y,Biman Bangladesh Airlines,1359,\N,BANGLADESH,Bangladesh,BG,BBC
Y,Bingo Airways,18959,Bingo,"",Poland,"",BGY
Y,Binter Canarias,1539,\N,"",Spain,NT,IBB
Y,Black Stallion Airways,15975,"",Stallion,United States,BZ,BSA
Y,Blue Air,1542,\N,BLUE TRANSPORT,Romania,0B,JOR
Y,Blue Panorama Airlines,1463,\N,BLUE PANOROMA,Italy,BV,BPA
Y,Blue Wings,1510,\N,BLUE WINGS,Germany,QW,BWG
Y,Blue1,1427,\N,BLUEFIN,Finland,KF,BLF
Y,Bluebird Airways (BZ),19007,"","",Greece,"",BBG
Y,bmi,1437,bmi British Midland,MIDLAND,United Kingdom,BD,BMA
Y,bmibaby,1441,\N,BABY,United Kingdom,WW,BMI
Y,Bobb Air Freight,10798,"","",Germany,01,\N
Y,Boliviana de Aviacion (OB),20725,BoA,BOLIVIANA,Bolivia,"",BOV
Y,Boutique Air (Priv),20565,"","",United States,4B,BTQ
Y,BQB Lineas Aereas,18232,Buquebus,"",Uruguay,5Q,\N
Y,BRAZIL AIR,13306,BRAZIL AIR,BRAZIL AIR,Brazil,GB,BZE
Y,Brazilian Air Force,1476,\N,BRAZILIAN AIR FORCE,Brazil,"",BRS
Y,Brit Air,1523,\N,BRITAIR,France,DB,BZH
Y,British Airways,1355,\N,SPEEDBIRD,United Kingdom,BA,BAW
Y,British International Helicopters,1411,\N,BRINTEL,United Kingdom,BS,BIH
Y,British Mediterranean Airways,1543,\N,BEE MED,United Kingdom,KJ,LAJ
Y,British Midland Regional,1445,\N,"",United Kingdom,"",BMR
Y,Brussels Airlines,1531,SN Brussels Airlines,BEE-LINE,Belgium,SN,DAT
Y,Budapest Aircraft Services/Manx2,1466,\N,BASE,Hungary,"",BPS
Y,BudgetAir,20995,BudgetAir,"",Germany,1K,BG1
Y,Bulgaria Air,1548,\N,FLYING BULGARIA,Bulgaria,FB,LZB
Y,Buquebus Líneas Aéreas,13732,"","",Uruguay,BQ,BQB
Y,Business Aviation,11805,"",AFRICAN BUSINESS,Congo (Kinshasa),4P,\N
Y,BusinessAir,17408,"","",Thailand,8B,BCC
Y,BVI Airways,16844,"","",British Virgin Islands,XV,\N
Y,CAL Cargo Air Lines,1581,\N,CAL,Israel,5C,ICL
Y,Calima Aviacion,1607,\N,CALIMA,Spain,XG,CLI
Y,Camair-co,16415,"","",Cameroon,QC,\N
Y,Cambodia Angkor Air (K6),13899,"","",Cambodia,K6,\N
Y,Canadian Airlines,1615,\N,CANADIAN,Canada,CP,CDN
Y,Canadian National Airways,9829,"",CaNational,Canada,CN,YCP
Y,Canadian North,1623,\N,EMPRESS,Canada,5T,MPE
Y,Canaryfly,19276,"","",Spain,"",CNF
Y,CanXplorer,10683,"","",Canada,C2,CAP
Y,CanXpress,10673,"",CAX,Canada,C1,CA1
Y,Cape Air,1629,\N,CAIR,United States,9K,KAP
Y,Cargo Plus Aviation,2942,\N,"",United Arab Emirates,8L,CGP
Y,Caribbean Airlines,1663,\N,CARIBBEAN AIRLINES,Trinidad and Tobago,BW,BWA
Y,CARICOM AIRWAYS (BARBADOS) INC.,19651,CARICOM AIRWAYS,"",Barbados,"",CCB
Y,Carnival Air Lines,8461,"",Carnival Air,United States,KW,\N
Y,Carpatair,1669,\N,CARPATAIR,Romania,V3,KRP
Y,Carpatair Flight Training,16794,"",Smartwings,Romania,"",SMW
Y,Caspian Airlines,1675,\N,CASPIAN,Iran,RV,CPN
Y,Cathay Pacific,1680,\N,CATHAY,Hong Kong SAR of China,CX,CPA
Y,Catovair,11794,"",CATOVAIR,Mauritius,OC,\N
Y,Caucasus Airlines,16136,"","",Georgia,NS,\N
Y,Cayman Airways,1682,\N,CAYMAN,Cayman Islands,KX,CAY
Y,CB Airways UK ( Interliging Flights ),16261,"","",United Kingdom,1F,CIF
Y,CBM America,15887,"",AIRMAX,United States,"",XBM
Y,CCML Airlines,16151,"","",Colombia,CB,CCC
Y,Cebu Pacific,1683,\N,CEBU AIR,Philippines,5J,CEB
Y,CEIBA Intercontinental,11802,"",CEIBA LINE,Equatorial Guinea,"",CEL
Y,Cello Aviation,20415,"",CELLOJET,United Kingdom,"",CLJ
Y,Central Connect Airlines,1700,\N,"",Czech Republic,"",CCG
Y,Centralwings,1708,\N,CENTRALWINGS,Poland,C0,CLW
Y,Charter Air,1737,\N,CHARTER WIEN,Austria,"",CHW
Y,Chautauqua Airlines,1739,\N,CHAUTAUQUA,United States,RP,CHQ
Y,China Airlines,1756,\N,DYNASTY,Taiwan,CI,CAL
Y,China Eastern Airlines,1758,\N,CHINA EASTERN,China,MU,CES
Y,China Northwest Airlines (WH),17911,"","",China,WH,\N
Y,China Southern Airlines,1767,\N,CHINA SOUTHERN,China,CZ,CSN
Y,China SSS,15999,Chunqiu Airlines,"",China,9C,\N
Y,China United,10741,"","",China,KN,\N
Y,China United Airlines,1769,\N,LIANHANG,China,HR,CUA
Y,Choice Airways,20991,"","",United States,"",CSX
Y,Chongqing Airlines,12975,"",CHONG QING,China,OQ,CQN
Y,Ciao Air,10372,"","",Italy,99,\N
Y,Ciel Canadien,9828,"",Ciel,Canada,YC,YCC
Y,Cimber Air,1781,\N,CIMBER,Denmark,QI,CIM
Y,Cirrus Airlines,1784,\N,CIRRUS AIR,Germany,C9,RUS
Y,Citilink Indonesia,19305,"",SUPERGREEN,Indonesia,QG,\N
Y,City Airline,1789,\N,SWEDESTAR,Sweden,CF,SDR
Y,City Airways,20160,"",CITY AIR,Thailand,E8,GTA
Y,City Connexion Airlines,1790,\N,CONNEXION,Burundi,G3,CIX
Y,CityJet,1792,\N,CITY-IRELAND,Ireland,WX,BCY
Y,Click (Mexicana),10715,"","",Mexico,QA,\N
Y,Click Airways,1808,\N,CLICK AIR,Kyrgyzstan,"",CGK
Y,Coastal Air,1814,\N,U.S. Virgin Islands,United States,DQ,""
Y,COBALT,20923,COBALT,COBALT,Cyprus,"",FCB
Y,Colgan Air,1821,\N,COLGAN,United States,9L,CJC
Y,Comair,1828,\N,COMAIR,United States,OH,COM
Y,Comair,1829,\N,COMMERCIAL,South Africa,MN,CAW
Y,Comfort Express Virtual Charters,19351,"","",United States,"",CEO
Y,Comfort Express Virtual Charters Albany,19350,"",Comfort Express,United States,"",EVC
Y,CommutAir,1843,\N,COMMUTAIR,United States,C5,UCA
Y,Comores Airlines,1844,\N,CONTICOM,Comoros,KR,CWK
Y,Compagnie Africaine d\\'Aviation,11806,"",AFRICOMPANY,Congo (Kinshasa),E9,\N
Y,Compass Airlines,1860,\N,Compass Rose,United States,CP,CPZ
Y,Comtel Air,16921,"","",Austria,"",COE
Y,Condor Flugdienst,1868,\N,CONDOR,Germany,DE,CFG
Y,Congo Express,14388,"",EXPRESSWAYS,Congo (Kinshasa),XZ,\N
Y,ConneX European Airline,14679,"",ConneX,Austria,"",2CO
Y,Consorcio Aviaxsa,1876,\N,AVIACSA,Mexico,6A,CHP
Y,Contact Air,1879,Contactair,CONTACTAIR,Germany,C3,KIS
Y,Continental Airlines,1881,\N,CONTINENTAL,United States,CO,COA
Y,Continental Express,1883,\N,JETLINK,United States,CO,""
Y,Continental Micronesia,1884,\N,AIR MIKE,United States,CS,CMI
Y,Conviasa,1886,\N,CONVIASA,Venezuela,V0,VCV
Y,Copa Airlines,1889,\N,COPA,Panama,CM,CMP
Y,Copenhagen Express,17115,"",Copex,Denmark,0X,CX0
Y,Copterline,1892,\N,COPTERLINE,Finland,"",AAQ
Y,Corendon Airlines,1894,\N,CORENDON,Turkey,"",CAI
Y,Corsairfly,1908,\N,CORSAIR,France,SS,CRL
Y,Corse-Mediterranee,1909,\N,CORSICA,France,XK,CCM
Y,Crest Aviation,1923,\N,CREST,United Kingdom,"",CAN
Y,Croatia Airlines,1925,\N,CROATIA,Croatia,OU,CTN
Y,Crown Airways,1931,\N,CROWN AIRWAYS,United States,"",CRO
Y,Cubana de Aviación,1936,\N,CUBANA,Cuba,CU,CUB
Y,Cyprus Airways,1942,\N,CYPRUS,Cyprus,CY,CYP
Y,Cyprus Turkish Airlines,1943,\N,"",Turkey,YK,""
Y,Czech Airlines,1946,CSA Czech Airlines,CSA-LINES,Czech Republic,OK,CSA
Y,Daallo Airlines,1966,\N,DALO AIRLINES,Djibouti,D3,DAO
Y,Dalavia,1973,\N,DALAVIA,Russia,H8,KHB
Y,Dana Air,11839,"",DANACO,Nigeria,DA,\N
Y,Danube Wings (V5),10674,"","",Slovakia,V5,\N
Y,Darwin Airline,1983,\N,DARWIN,Switzerland,0D,DWT
Y,DAT Danish Air Transport,1954,\N,DANISH,Denmark,DX,DTR
Y,dba,2077,\N,SPEEDWAY,Germany,DI,BAG
Y,Delta Aerotaxi,2006,\N,JET SERVICE,Italy,"",DEA
Y,Delta Air Lines,2009,\N,DELTA,United States,DL,DAL
Y,Denim Air,2013,\N,DENIM,Netherlands,"",DNM
Y,Denim Air,18702,FlyNonstop,DNM,Norway,J7,\N
Y,Dennis Sky,10128,Dennis Sky Holding,DSY,Israel,DH,DSY
Y,Dense Airways,19890,"",DENSE,United States,KP,DWA
Y,Dense Connection,19891,"",DC2,United States,KZ,DC2
Y,Deutsche Bahn,2021,\N,"",Germany,2A,""
Y,Direct Aero Services,16983,"","",Romania,"",DSV
Y,Djibouti Airlines,2041,\N,DJIBOUTI AIR,Djibouti,D8,DJB
Y,Dniproavia,2042,\N,DNIEPRO,Ukraine,"",UDN
Y,Dobrolet,19751,Добролёт,DOBROLET,Russia,QD,DOB
Y,Domenican Airlines,14620,Domenican,Domenican,Dominican Republic,D1,MDO
Y,Dominicana de Aviaci,2047,\N,DOMINICANA,Dominican Republic,DO,DOA
Y,Domodedovo Airlines,2048,\N,DOMODEDOVO,Russia,E3,DMO
Y,DonbassAero,2051,\N,DONBASS AERO,Ukraine,5D,UDC
Y,Dragonair,2056,\N, Hong Kong Dragon Airlines,DRAGON,KA,HDA
Y,Druk Air,2058,\N,ROYAL BHUTAN,Bhutan,KB,DRK
Y,Dubrovnik Air,2061,\N,SEAGULL,Croatia,"",DBK
Y,Dutch Antilles Express,2070,\N,DUTCH ANTILLES,Netherlands Antilles,"",DNL
Y,Dynamic Airways,20996,"","",United States,"",DYA
Y,Eagle Air,2094,\N,"",Uganda,H7,""
Y,Eagle Atlantic Airlines,20047,"","",Ghana,E2,\N
Y,Eagles Airlines,16967,"",EAGLES,Italy,"",EGS
Y,East African,2104,\N,CRANE,Uganda,QU,UGX
Y,East Horizon,18672,"",EAST HORIZON,Afghanistan,"",EHN
Y,Eastar Jet,9809,"",Eastar,South Korea,ZE,ESR
Y,Eastern Airways,2117,\N,EASTFLIGHT,United Kingdom,T3,EZE
Y,Eastern Atlantic Virtual Airlines,19290,"",EAVA,United States,13,EAV
Y,Eastland Air,2125,\N,"",Australia,DK,ELA
Y,Eastok Avia,13187,"","",Kyrgyzstan,"",EAA
Y,EasyFly,11765,"",EASYFLY,Colombia,"",EFY
Y,easyJet,2297,EasyJet Airline,EASY,United Kingdom,U2,EZY
Y,EasyJet (DS),6855,"","",Switzerland,DS,\N
Y,Ecuavia,2137,\N,ECUAVIA,Ecuador,"",ECU
Y,Edelweiss Air,2138,\N,EDELWEISS,Switzerland,WK,EDW
Y,Egyptair,2143,\N,EGYPTAIR,Egypt,MS,MSR
Y,EgyptAir Express,11813,"",EGYPTAIR EXPRESS,Egypt,"",MSE
Y,El Al Israel Airlines,2150,\N,ELAL,Israel,LY,ELY
Y,El-Buraq Air Transport,2155,\N,BURAQAIR,Libya,UZ,BRQ
Y,ELK Airways,9577,"","",Estonia,'--,ELK
Y,Elysian Airlines,11823,"","",Cameroon,E4,GIE
Y,Emirates,2183,Emirates Airlines,EMIRATES,United Arab Emirates,EK,UAE
Y,Empresa Ecuatoriana De Aviacion,2193,\N,ECUATORIANA,Ecuador,EU,EEA
Y,Enerjet,10945,"",ENERJET AIR,Canada,"",ENJ
Y,ENTERair,16556,"","",Poland,"",QQQ
Y,Envoy Air,19619,"",ENVOY,United States,"",ENY
Y,Epic Holiday,9833,Epic Holidays,Epic,United States,FA,4AA
Y,Era Alaska,16726,"",ERAH,United States,7H,ERR
Y,Eritrean Airlines,2213,\N,ERITREAN,Eritrea,B8,ERT
Y,Estonian Air,2218,\N,ESTONIAN,Estonia,OV,ELL
Y,Ethiopian Airlines,2220,\N,ETHIOPIAN,Ethiopia,ET,ETH
Y,Etihad Airways,2222,\N,ETIHAD,United Arab Emirates,EY,ETD
Y,Euro Exec Express,2226,\N,"",Sweden,RZ,""
Y,Euro Jet,18617,"","",Germany,24,\N
Y,Eurocypria Airlines,2237,\N,EUROCYPRIA,Cyprus,UI,ECA
Y,Eurofly Service,2239,\N,EUROFLY,Italy,GJ,EEU
Y,Euroline,11873,"",GEO-LINE,Georgia,4L,MJX
Y,Eurolot,2245,\N,EUROLOT,Poland,K2,ELO
Y,Europe Jet,20881,Europe Jet,"",France,EX,EU9
Y,European Air Express,2251,\N,STAR WING,Germany,EA,EAL
Y,EuropeSky,13304,"",EuropeSky,Germany,ES,EUV
Y,Eurowings,2260,\N,EUROWINGS,Germany,EW,EWG
Y,EVA Air,2091,\N,EVA,Taiwan,BR,EVA
Y,Evergreen International Airlines,2261,\N,EVERGREEN,United States,EZ,EIA
Y,Excel Airways,2264,\N,EXPO,United Kingdom,JN,XLA
Y,Excel Charter,2265,\N,HELI EXCEL,United Kingdom,"",XEL
Y,Executive AirShare,18257,"","",United States,"",XSR
Y,Express One International,2293,\N,LONGHORN,United States,EO,LHN
Y,ExpressJet,2295,\N,JET LINK,United States,XE,BTA
Y,Eznis Airways,13209,"",EZNIS,Mongolia,"",EZA
Y,Far Eastern Air Transport,2324,\N,Far Eastern,Taiwan,EF,EFA
Y,Fars Air Qeshm,13181,"",FARS AIR,Iran,"",QFZ
Y,Feeder Airlines,17086,"","",Sudan,"",FDD
Y,Felix Airways,9343,"","",Yemen,FU,FXX
Y,Finlandian,14073,"","",Finland,"",FN1
Y,Finnair,2350,\N,FINNAIR,Finland,AY,FIN
Y,Finncomm Airlines,2351,\N,WESTBIRD,Finland,FC,WBA
Y,Firefly,2353,\N,FIREFLY,Malaysia,FY,FFM
Y,First Air,2354,\N,"",Canada,7F,FAB
Y,First Choice Airways,2357,\N,JETSET,United Kingdom,DP,FCA
Y,First Flying,20698,"","",Japan,"",DAK
Y,Flightline,2395,\N,FLIGHTLINE,United Kingdom,B5,FLT
Y,Flightlink Tanzania,18825,Flightlink,"",Tanzania,Z9,\N
Y,Florida West International Airways,2404,\N,FLO WEST,United States,RF,FWL
Y,Flugfelag Vestmannaeyja,11950,"",ELEGANT,Iceland,"",FVM
Y,Fly 6ix,17095,"","",Sierra Leone,6I,\N
Y,Fly Africa Zimbabwe,20051,Zimbabwe flyafrica.com,Fresh Express,Zimbabwe,"",FZW
Y,Fly Brasil,16234,Fly Brasil,FBL,Brazil,F1,FBL
Y,Fly Colombia ( Interliging Flights ),16262,"","",Colombia,3F,3FF
Y,Fly Dubai,14485,"","",United Arab Emirates,FZ,FDB
Y,Fly Europa,19831,"","",Spain,ER,RWW
Y,Fly France,20827,Fly France,"",France,FF,FRF
Y,Fly Jamaica Airways,19923,"",Greenheart,Jamaica,"",FJM
Y,Fly One,21012,Fly One,"",Moldova,F5,FI5
Y,Fly Romania,20017,"",TENDER AIR,Romania,X5,OTJ
Y,Fly540,8576,"",SWIFT TANGO,Kenya,5H,FFV
Y,Flybaboo,2420,\N,BABOO,Switzerland,F7,BBO
Y,Flybe,2421,\N,JERSEY,United Kingdom,BE,BEE
Y,Flybe Finland Oy,18952,"",FINNCOMM,Finland,"",FCM
Y,FlyEgypt,20566,FlyEgypt,"",Egypt,"",FEG
Y,Flyglobespan,2425,\N,GLOBESPAN,United Kingdom,B4,GSM
Y,FlyHigh Airlines Ireland (FH),18252,"",FLYHIRELAND,Ireland,FH,FHI
Y,Flyhy Cargo Airlines,2429,\N,FLY HIGH,Thailand,"",FYH
Y,Flying kangaroo Airline,18076,Skippy,Skippy,Australia,"",FKA
Y,FLYJET,19359,"",Fast Jet,Poland,"",FYJ
Y,FlyLal,2418,\N,LITHUANIA AIR,Lithuania,TE,LIL
Y,FlyLAL Charters,10117,"","",Lithuania,"",LLC
Y,Flyme (VP),19215,"","",Maldives,"",VQI
Y,FlyNordic,2419,\N,NORDIC,Sweden,LF,NDC
Y,FlyPortugal,19834,"",FlyPortugal,Portugal,PO,FPT
Y,Formosa Airlines,2439,\N,"",Taiwan,VY,FOS
Y,FOX Linhas Aereas,20110,"","",Brazil,FX,FOX
Y,Freedom Air,2454,\N,FREEDOM,United States,FP,FRE
Y,Freedom Airlines,2456,\N,FREEDOM AIR,United States,"",FRL
Y,Frontier Airlines,2468,\N,FRONTIER FLIGHT,United States,F9,FFT
Y,Frontier Flying Service,2470,\N,FRONTIER-AIR,United States,2F,FTA
Y,Fuji Dream Airlines,13200,"",FUJI DREAM,Japan,JH,\N
Y,Fuzhou Airlines,20220,"","",China,"",FZA
Y,Gabon Airlines,9620,\N,GABON AIRLINES,Gabon,GY,GBK
Y,Gadair European Airlines,12962,"",GADAIR,Spain,GP,GDR
Y,Garuda Indonesia,2520,\N,INDONESIA,Indonesia,GA,GIA
Y,Gazpromavia,2524,\N,GAZPROMAVIA,Russia,4G,GZP
Y,GB Airways,2486,\N,GEEBEE AIRWAYS,United Kingdom,GT,GBL
Y,Genesis,14118,"","",Pakistan,GK,\N
Y,Georgian Airways,2538,\N,TAMAZI,Georgia,A9,TGZ
Y,Georgian International Airlines,17026,"",GEO-LINE,Georgia,"",GNN
Y,Georgian National Airlines,2541,\N,NATIONAL,Georgia,QB,GFG
Y,German Air Force - FLB,9859,"",FLB,Germany,"",FLB
Y,German International Air Lines,15984,Germanair,"",Germany,GM,GER
Y,Germania,2547,\N,GERMANIA,Germany,ST,GMI
Y,Germanwings,2548,\N,GERMAN WINGS,Germany,4U,GWI
Y,GermanXL,20802,"","",Germany,GX,GXG
Y,Ghana International Airlines,2556,\N,GHANA AIRLINES,Ghana,G0,GHB
Y,Global Airlines,20224,Global Airlines,"",Argentina,0G,GA0
Y,Globus,6196,"","",Russia,GH,GLP
Y,GNB Linhas Aereas,16695,"","",Brazil,GN,\N
Y,Go Air,2575,\N,GOAIR,India,G8,GOW
Y,Go2Sky,19785,"",RELAX,Slovakia,"",RLX
Y,GoJet Airlines,2577,\N,GATEWAY,United States,G7,GJS
Y,Gol Transportes Aéreos,2581,\N,GOL TRANSPORTE,Brazil,G3,GLO
Y,Golden Air,2585,\N,GOLDEN,Sweden,DC,GAO
Y,Golden Myanmar Airlines,19244,"",Golden Myanmar,Burma,"",GMR
Y,Gomelavia,9135,"","",Belarus,YD,\N
Y,Grand China Air,12976,"",GRAND CHINA,China,"",GDC
Y,Grand Cru Airlines,19776,"","",Lithuania,"",GCA
Y,Great Lakes Airlines,2607,\N,LAKES AIR,United States,ZK,GLA
Y,Greenfly,9373,"","",Spain,XX,GFY
Y,Grupo TACA,2622,TACA,TACA-COSTARICA,Costa Rica,TA,TAT
Y,Gryphon Airlines,12961,"","",United States,6P,\N
Y,Gulf Air,2637,\N,GULF AIR,Oman,"",GFA
Y,Gulf Air Bahrain,2638,\N,GULF BAHRAIN,Bahrain,GF,GBA
Y,Gulfstream International Airlines,2645,\N,GULF FLIGHT,United States,"",GFT
Y,GX Airlines,21248,"",SPRAY,China,"",CBG
Y,Hageland Aviation Services,2657,\N,HAGELAND,United States,H6,HAG
Y,Hainan Airlines,2660,\N,HAINAN,China,HU,CHH
Y,Haiti Ambassador Airlines,2663,\N,"",Haiti,2T,HAM
Y,Halcyonair,11804,"",CREOLE,Cape Verde,7Z,\N
Y,Hamburg Airways,16858,"","",Germany,"",HAY
Y,Hamburg International,2674,\N,HAMBURG JET,Germany,4R,HHI
Y,Hankook Air US,16735,"","",United States,H1,HA1
Y,Hankook Airline,16707,"",HNX,South Korea,HN,HNX
Y,Hapagfly,2682,\N,HAPAG LLOYD,Germany,HF,HLF
Y,Happy Air,16100,"","",Thailand,"",HPY
Y,Harbour Air (Priv),16110,"","",Canada,H3,\N
Y,Hawaiian Airlines,2688,\N,HAWAIIAN,United States,HA,HAL
Y,Hawkair,2692,\N,"",Canada,BH,""
Y,Hebei Airlines,18475,"",Hebei Air,China,"",HBH
Y,Hebradran Air Services,20155,"",Hebradran,United Kingdom,"",HBR
Y,Heli France,2704,\N,HELIFRANCE,France,8H,HFR
Y,Helijet,2731,\N,HELIJET,Canada,JB,JBA
Y,Helitt Líneas Aéreas,17694,"","",Spain,"",HTH
Y,Hellas Jet,2747,\N,HELLAS JET,Greece,T4,HEJ
Y,Hellenic Imperial Airways,11834,"",IMPERIAL,Greece,HT,IMP
Y,Hello,2748,\N,FLYHELLO,Switzerland,HW,FHE
Y,Helvetic Airways,2750,\N,HELVETIC,Switzerland,2L,OAW
Y,Hermes Airlines,18781,"",HERMES,Greece,"",HRM
Y,Hex'Air,2757,\N,HEX AIRLINE,France,UD,HER
Y,Hi Fly (5K),17909,"","",Portugal,5K,\N
Y,Highland Airways,2761,\N,HIWAY,United Kingdom,"",HWY
Y,Himalayan Airlines,16323,Himalaya,Himalayan,Nepal,HC,HYM
Y,Hokkaido International Airlines,2765,\N,AIR DO,Japan,HD,ADO
Y,Holidays Czech Airlines,16919,"","",Czech Republic,"",HCC
Y,Homer Air,13335,Homer Sky,"",Germany,MR,OME
Y,Hong Kong Airlines,2773,\N,BAUHINIA,Hong Kong SAR of China,HX,CRK
Y,Hong Kong Express Airways,2774,\N,HONGKONG SHUTTLE,Hong Kong SAR of China,UO,HKE
Y,Horizon Air,2778,Horizon Airlines,HORIZON AIR,United States,QX,QXE
Y,Horizon Airlines,2782,\N,"",Australia,BN,HZA
Y,Huaxia,15837,HUAXIA,"",China,G5,\N
Y,Iberia Airlines,2822,\N,IBERIA,Spain,IB,IBE
Y,Iberia Express,17881,"","",Spain,I2,IBS
Y,Iberworld,2825,\N,"",Spain,TY,IWD
Y,Ibex Airlines,2826,\N,IBEX,Japan,FW,IBX
Y,Icar Air,2829,\N,TUZLA AIR,Bosnia and Herzegovina,"",RAC
Y,Icelandair,2835,\N,ICEAIR,Iceland,FI,ICE
Y,I-Fly,16796,"",russian sky,Russia,H5,RSY
Y,Imair Airlines,2845,\N,IMPROTEX,Azerbaijan,IK,ITX
Y,INAVIA Internacional,20599,Internacional,"",Argentina,Z5,IIR
Y,Indian Airlines,2853,\N,INDAIR,India,IC,IAC
Y,Indigo,2855,\N,INDIGO BLUE,United States,I9,IBU
Y,IndiGo Airlines,2850,\N,IFLY,India,6E,IGO
Y,Indochina Airlines,9838,"",Airspup,Vietnam,"",AXC
Y,Indonesa Air Aisa X,20824,"",Red Phoenix,Indonesia,"",IDX
Y,Indonesia AirAsia,2857,\N,WAGON AIR,Indonesia,QZ,AWQ
Y,Indonesia Sky,17794,"","",Indonesia,I5,IDS
Y,Indonesian Airlines,2858,\N,INDO LINES,Indonesia,IO,IAA
Y,Indya Airline Group,16327,Indya1,Indya1,India,G1,IG1
Y,Insel Air (7I/INC) (Priv),18944,"","",Netherlands Antilles,7I,\N
Y,Interair South Africa,2881,\N,INLINE,South Africa,D6,ILN
Y,Interavia Airlines,2883,\N,ASTAIR,Russia,ZA,SUW
Y,Interjet (ABC Aerolineas),17885,"",INTERJET,Mexico,4O,\N
Y,Interlink Airlines,2896,\N,INTERLINK,South Africa,ID,ITK
Y,International AirLink,19944,"","",Jamaica,I4,\N
Y,International Europe,20288,International,"",Spain,9I,INE
Y,Intersky,2916,\N,INTERSKY,Austria,3L,ISK
Y,Iran Air,2922,\N,IRANAIR,Iran,IR,IRA
Y,Iran Aseman Airlines,2923,\N,"",Iran,EP,IRC
Y,Iraqi Airways,2926,\N,IRAQI,Iraq,IA,IAW
Y,Island Air (WP),8809,"","",United States,WP,MKU
Y,Island Airlines,2937,\N,"",United States,IS,""
Y,Island Express Air,19927,"",Abby Air,Canada,1X,\N
Y,Island Spirit,10960,"","",Iceland,IP,ISX
Y,Islas Airways,2948,\N,PINTADERA,Spain,IF,ISW
Y,Islena De Inversiones,2950,\N,"",Honduras,WC,ISV
Y,Israir,2954,\N,ISRAIR,Israel,6H,ISR
Y,Itek Air,2958,\N,ITEK-AIR,Kyrgyzstan,GI,IKA
Y,IzAvia,18828,"","",Russia,I8,\N
Y,Jagson Airlines,13107,"",JAGSON,India,"",JGN
Y,JAL Express,2969,\N,JANEX,Japan,JC,JEX
Y,JALways,2970,\N,JALWAYS,Japan,JO,JAZ
Y,Japan Air System,6557,"",Air System,Japan,JD,JAS
Y,Japan Airlines,2987,JAL Japan Airlines,JAPANAIR,Japan,JL,JAL
Y,Japan Airlines Domestic,2988,\N,J-BIRD,Japan,JL,JAL
Y,Japan Asia Airways,2989,\N,ASIA,Japan,EG,JAA
Y,Japan Regio,16359,"","",Japan,ZX,ZXY
Y,Japan Transocean Air,2990,\N,JAI OCEAN,Japan,NU,JTA
Y,Jayrow,13394,"","",Australia,\\',\\'\\
Y,Jazeera Airways,2993,\N,JAZEERA,Kuwait,J9,JZR
Y,Jc royal.britannica,10642,"","",United Kingdom,"",JRB
Y,Jeju Air,2994,\N,JEJU AIR,Republic of Korea,7C,JJA
Y,Jet Airways,3000,\N,JET AIRWAYS,India,9W,JAI
Y,Jet Airways,3001,\N,"",United States,QJ,""
Y,Jet Suite,19917,"",Red Stripe,United States,"",RSP
Y,Jet2.com,3026,\N,CHANNEX,United Kingdom,LS,EXS
Y,Jet4You,3027,"",ARGAN,Morocco,8J,JFU
Y,Jetairfly,3032,\N,BEAUTY,Belgium,JF,JAF
Y,JetBlue Airways,3029,\N,JETBLUE,United States,B6,JBU
